customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
4b7139f34592b3a31687243a302fa75b,9afe194fb833f79e300e37e580171f22,30575,belo horizonte,MG
19cecb194f54e614b70d971306a9931b,d251c190ca75786e9ab937982d60d1d4,30320,belo horizonte,MG
26acee41e2f75689a5615892f06ea0bd,c3293e875ffb1116018edf76d24e52a2,30190,belo horizonte,MG
af9d76931724cedc3b32de0c5aabcc8a,93bf5d4e752358fa9ea738ebf793cb79,30664,belo horizonte,MG
7e468d618e16c6e1373fb2c4a522c969,96b1c916f245f2462efcde3fce04bc3e,30421,belo horizonte,MG
e559ddc91d9410c38d576e423ffbb67b,de53649541ad2006de823720ad65ca77,30330,belo horizonte,MG
332fa01da1b4e11dfbc8df1ed883a467,317a5bc8cf58c4401e221c74d7a51982,30830,belo horizonte,MG
c0fe0fbc24994167dce810f83cb96890,839bbfd4ff93b592c82a44dcaa9515c3,30330,belo horizonte,MG
be6ad148cd108f6148d20a8ec756fa1c,30e105cba6d3ced811512c8cf4f50a82,31615,belo horizonte,MG
0e114b02a45c9876080f3a9a19f51c16,000c8bdb58a29e7115cfc257230fb21b,31555,belo horizonte,MG
8a1131b2781ee44d9a21498ecbaf1d9c,60d23aecbf66b7f5058003a86e89232b,31330,belo horizonte,MG
01993877990b2565abd4e3d741c45b79,9e6890852705a77f9e1ad72395131f27,30441,belo horizonte,MG
34d7728944672ccbbe70d07c7e9cb4f2,abbc371b080d0e55bc3f40c244b1172e,30240,belo horizonte,MG
4374a2a34bb261daa66f8c87672c2d54,937f16b584dd395ce455ef468322b27f,30575,belo horizonte,MG
cba7df91cfb5b29a0e92be5fb93b5e55,14debbd298c3b01daa32cef625668068,30431,belo horizonte,MG
a8f872fdfb3b8e0f840f4224b38bdab2,b8c927d19fa13d8669e620e03902bf68,31872,belo horizonte,MG
efbf2ed09046e731a78937eff84b3c04,470a8f2e1dc7b277e4625f23039c6f84,30380,belo horizonte,MG
03f2fce950d12e18b97760794a8d8994,9749fdb8ed91500eced9e9af5ccdb0e0,30881,belo horizonte,MG
dd4bd98af49ad053c0f4dc6107234217,a267191e13807d158926cae6307fa9df,30882,belo horizonte,MG
7c721f8ee69460435bb2e8b6c0d63995,961efa774ea7c0d0a4514295647e78d5,31975,belo horizonte,MG
7c48f7c0d3dc263cb9c47536730b1b7c,83ec837051b48b7b5bd1c090ade0b5ef,31170,belo horizonte,MG
23b628ded33cb58a4dd4f8e6104517a5,31934416054332748fd3fa41e7e3ac12,31748,belo horizonte,MG
e4c8227df878d2e203bc81fc1351342f,47bd939e378c0ae8734c7c4194f52cfd,30290,belo horizonte,MG
ce990e6331cacfbe30d267a2f847276a,4b384b778ebc0449d0244902bfce7beb,30170,belo horizonte,MG
8c3fb712bb2e85992047b1f11ea332e1,0fb4497f568fe7c3859c3c43d6be7277,30690,belo horizonte,MG
431837f2d214f5f1d55cf189aedc8035,34d93be3a57e6f8bba423d9064cda7c8,31741,belo horizonte,MG
36b735afba701eeba82799b7d22161b2,313a1411e58266af71ecec9da279ad12,31310,belo horizonte,MG
d84e7210215ea4e41afc01709a2a9124,1ccd4d08c7d4d9bc6ceb426ee6f7acee,31015,belo horizonte,MG
de9bf374bb9b9c1f0da9c6e148f5f2ea,f12cfa9263ca5dd51027f902d1d05321,30350,belo horizonte,MG
b8f8657742c599ec5864f8790e0381fa,1ec536e0e33d1a559b917611ccf1cd69,30260,belo horizonte,MG
968e2eb4991b10dd284390b31df9d4f7,e283ddc5beefba674d4dbcba24e37d04,31110,belo horizonte,MG
5ac0a0fa20bc154ac58f78f00cc30c57,84da12896f5cde5ebcb0c8bc0f35e26e,31260,belo horizonte,MG
6cb393c4edd43586fc9eb664579e6622,38e31fda99a5fb901d27134d18d36c75,30644,belo horizonte,MG
af37bca8ff1fece07b46d92c0ed306af,f5e97c4a357a49248114891b8b69fd80,30610,belo horizonte,MG
ad2eb5d02c0808bcd8743117f6383cf6,ef0103e9602d12594d19c2b666219bc1,30810,belo horizonte,MG
35fa7db08a8e6c05761c71cc07bac716,8a04cd485d578904eed5263be0df576c,30411,belo horizonte,MG
78fd916635f6a0b05a86a3b62dd67e95,668dc9fde9d42de2f1ac1ddaa7823694,31010,belo horizonte,MG
1fda81133d4f067f76cc57be36cbf693,319735848583373563cb47f6f112b6c5,30170,belo horizonte,MG
378516f0506604e67868c3517983caec,040641ad9a73250e1362678a81db1b9b,30130,belo horizonte,MG
9e29cde4ddb42f9330bcf3c9bc23d177,66980c3775537536f77b434d74e520f5,30290,belo horizonte,MG
3a505956060a57454bb85ec3b62faa9b,8dffa3165d189110cdbe104f7f948f1f,30335,belo horizonte,MG
2d5dc94adca187649de7d298672da820,2734e0cdd8354610f50b29876b01fc97,30240,belo horizonte,MG
8d52d0165f53badec237c721bb2e13a9,d9f68ddf6447c3192acfef75203bf30f,30140,belo horizonte,MG
250a79044424d2bec1392a050b14c109,835019738f3ba3c7c85fb00d0a9638d2,30380,belo horizonte,MG
5248c29eeab9341e2a39a0ef656147c6,d99fc08319dbc8845e2a114877462ff7,30882,belo horizonte,MG
5570686147f6ca3b604569e47552efed,d395b5c9bd6e808680ac6dc64d6bfbad,30516,belo horizonte,MG
901fa7395cd19913092d88c3d263b157,b49862d2d7d16d13e68d23e868b3d8e0,31330,belo horizonte,MG
8ca53db6e60cffad03828535d1fcc1a2,b3d23d61fb01dde311c5ddc5dfde8e47,31710,belo horizonte,MG
bfab3ce69efcd5ed27377833a86bd7e0,9be47f0073690871caa1beada3ab06a9,30411,belo horizonte,MG
b065dfae5c48e97372da9efe325b9bfb,4394cce7a16aac93ea8f2c18124b1f92,31030,belo horizonte,MG
dae09add1fb0749dd2deb3555fb5ff52,cb2b7396e93f306c9076b63930b1a332,30140,belo horizonte,MG
21f689b5d4b8d4244d8db96e37690a6d,69ba88e17ea574da9c9b8c8834a583d1,31985,belo horizonte,MG
0dae7978fb6595f295dd3fd9ede02cda,0dd47ea03f3e61825df9e2bc94c292f1,30240,belo horizonte,MG
00146ad30454993879adaa91c518f68c,5616f75d22507069b5383854a1d8c414,31060,belo horizonte,MG
95f5fe645df31a0190cb6354a603dcea,daddad443c8d1bd86fa6ea8395e69e82,30710,belo horizonte,MG
0ab6ad4341f96228118680e0b3ef1848,ca042e1c4a76949e979abfb74159e9ab,31930,belo horizonte,MG
d791834a0555c0062e98d735083f4373,f2a29b4d4c04184a9372bb7374d344ac,31555,belo horizonte,MG
986bc7d65bbaf513d338a4459f4cacec,bfd615f5f37a0dfef82d7433fb229c9f,30320,belo horizonte,MG
8c02349217989ee7257c050cd31c5933,ee358f7b59eae6fe49bf4848b2928000,30280,belo horizonte,MG
e3760886106b30a851372af1aded2408,65449bbaa95acbd1504811a1eda66818,30320,belo horizonte,MG
2074276f1cbcee59fc01ab7b591d017b,013ae505c83f5fb1905ed23afdafd3a2,31525,belo horizonte,MG
4c8d593df3cc547ce94aebece40f0aea,8dca83ee79d162583345a8d6c98572f1,31920,belo horizonte,MG
b944bb22321bd45c41e8c80019664269,c162adcfa9cdc729ccea19ed898d7e6b,31035,belo horizonte,MG
23dce7eada3584aaf201ea9b29b4699c,80e0239379fad44ae1d70fa7de8de79c,30880,belo horizonte,MG
f882d8943a6e76b0876c6affb9ac2dfb,90d06da6f94664d6339da2e47ec4f104,31840,belo horizonte,MG
cecb0cabf6394829a7de181e95a08ad6,63d9c37bacc98b56edcd3779d54bb3e7,30240,belo horizonte,MG
4a5c86222ec3a2871fd3585051434053,153abaf227ab00b72c6d56d2c3569c40,30670,belo horizonte,MG
7b4c0d29807fae134a5035f012830fed,aeae04ea9b0b9ffeb17c9c254b2c2bca,31870,belo horizonte,MG
bbbbb2b0c3acafd69a8ce2c286802458,ff1365a18f869f23403469811572c1c3,31170,belo horizonte,MG
860ac166573be76ffb00c3e483892094,919bf2617845a0f73acc0361cba58267,30535,belo horizonte,MG
5134e48a9265050e6884f2c44752a4d5,2648d5dabcdc495ecc24da5bf00bb9a7,31812,belo horizonte,MG
9393ea60acdf05a4004483c3b7c24d77,19913c41a2d6a9192020f85be51811e5,30441,belo horizonte,MG
2186e05589fb7bdf450cdb18696915c0,8054a88a9a8d77ac917989011ae4e6f4,30160,belo horizonte,MG
1b0a218005553bbb622b569970807457,291c0ff050cf97149f73b6d78705b090,30240,belo horizonte,MG
5295c0f1f2053aa636bc034c2a85ab44,aa2511d870f9323a51307961b1030a5a,30692,belo horizonte,MG
58299a6c7b64a6a0fa2f6f5d463fe108,84dd01d73291594aae23316af3ef403b,31515,belo horizonte,MG
6ec162d7f7fafad0e98a7a8527f9a0fc,27f804545d7319ff0e9e0d84977337c1,31270,belo horizonte,MG
47c87e5d66159cc2b5907f9892b4144d,272e2e4560ce5ddcb9ba80598a00f964,30112,belo horizonte,MG
